,oof_honest,oof_uncensored,y
019cbfbe-f7ff-7e24-b124-f63f28d280bd,0.27901220338454885,0.26833476618042207,0
019cbfe8-8bb1-7a65-9dee-885d6ce559ea,0.1782351526080734,0.2470030917325361,0
019cbffe-5b36-7396-ad4b-d0218cab1302,0.1770129679064423,0.2400235288400685,0
019cc000-d4c6-73fc-8ea0-f0415689db1a,0.6926733541122787,0.6754565681252447,1
019cc01d-8ff2-78ff-a52e-bad67e8e5cbf,0.17657431925167996,0.23673669971068284,0
019cc05c-6adb-7230-90af-b13f2eeceb70,0.15869539274914488,0.22314790309526644,0
019cc05f-5b2f-7428-92ff-4b4e5257273f,0.21856689226346823,0.20855633057693748,0
019cc0de-e45c-7675-804c-6384e9744b70,0.17650032913702182,0.23666984617904932,0
019cc0f8-c180-7d33-995a-7e15dd3b592a,0.16365669351843945,0.23052164182099522,0
019cc282-eab2-7a7d-9ac0-130950e380a8,0.1761935062096365,0.24511494395614022,0
019cc296-43c0-7c32-a581-552b8535811b,0.1771894178885533,0.23729212435080277,0
019cc2c0-cf6f-7f0c-8d4c-85b4a29cf274,0.18132339929912838,0.251040203607725,0
019cc2c5-91d9-7c56-9b63-220ea8fa4a38,0.5557562133983006,0.30661018830022485,0
019cc3fe-dd1c-708c-889b-c1426c2bb9f4,0.17672191284598943,0.23687003071699225,0
019cc44b-3993-7e3a-ad4b-24da841c447c,0.40490046801585133,0.2658724418918645,0
019cc44e-12a8-71b6-ae47-2c40e1b273d8,0.17398210480358686,0.25194063779068704,0
019cc495-aed7-7834-aae0-ffc01babcad8,0.17648853930868053,0.23665919269069416,0
019cc49c-603d-7060-8f0c-31ce1f59d5d9,0.17550895899221824,0.23567678689084767,0
019cc4bb-b576-7524-ba90-4a68e2241c2f,0.1765807945950495,0.2367425500607143,0
019cc4d1-167b-7be6-ba4e-2366feb40a5c,0.17550895899221827,0.23567678689084767,0
019cc60f-8800-7f2f-a9cc-df70e011bfb2,0.39707380065597836,0.35782693780996794,0
019cc6ee-5b18-717b-9f1c-cd3a3aa2c63b,0.10780988231922546,0.13870905358581653,0
019cc799-a23e-7113-a241-d99915bd79ec,0.17441446541857125,0.23765252103550705,0
019cc844-a708-7a10-8d50-18ec074648d4,0.6541379884515178,0.26791577520756066,0
019cc8eb-6328-7db9-b644-1dd1f1e02cde,0.1765777881614447,0.23673983381344244,0
019ccaa6-f070-7a5b-80b4-01c43d79d374,0.1886257392102713,0.271013508368357,0
019ccc56-7114-752c-b9f5-460f90a14061,0.17638315303593413,0.2365639537726575,0
019ccf94-c2fc-727a-aba7-77d3e641de5d,0.1720960471967988,0.23552737716993527,0
019cd01b-e5fe-7050-8414-669af8c5a474,0.3808461802613018,0.24868639555215516,0
019cd0cc-ddca-778a-8bef-bf97d9de3a5f,0.8290548108879581,0.9367636935257128,1
019cd29e-289d-7281-8d80-afb38bcff426,0.014341659030246545,0.012751858623253405,0
019cd3c9-10c0-75a0-abba-2670755d14e8,0.05911962377130299,0.11345054726728164,0
019cd3ee-8c6c-7dd6-95cf-12f812cac35e,0.16742880627154733,0.23396460315009684,0
019cd3fb-71c1-7f50-837e-ae3f5ca28763,0.5211642894189367,0.24941255663004225,0
019cd416-c096-712f-8c4b-684f73496bb4,0.16850131254332276,0.24374743237993868,0
019cd490-bb4b-7a13-a44a-806deb79ab35,0.17711442870295988,0.23741592685780907,0
019cd7a6-32af-7c15-ae3e-4cb01e5d5427,0.17550895899221824,0.23567678689084767,0
019cd7e0-48d8-7f1a-b567-53ae9f8ec0de,0.17330323690141602,0.23952073990816378,0
019cd85d-db48-7daf-865d-9da003a46d26,0.2765840571850249,0.25992924657907357,0
019cdbba-b62f-7ef3-8e01-f999207f3598,0.17636259023685674,0.23654536879016136,0
019cdc03-87eb-72e3-8b6b-aaa1fed4cf1e,0.1729099775119908,0.24794327861379492,0
019cdc03-87eb-7aff-9082-4406f77c04b0,0.17673186400909333,0.23687901897770725,0
019cdcf3-bdf6-70d6-8096-37d8a45ca84b,0.517344021742188,0.24726725351219597,0
019cdd45-5661-7266-8fdb-0414af551223,0.4363360447772407,0.3301065889797052,1
019cdd7e-aea0-7fdf-bc1e-9ad439d18b5d,0.17687053374007014,0.237004253828095,0
019cde76-9090-7768-9f4e-b8ae20243006,0.17925032452774037,0.2537026693794357,0
019ce0bf-02c5-738f-be3d-bf618b634ef6,0.09206854570576631,0.15405344368977755,0
019ce1a0-42e1-73b9-bd07-23af3b683273,0.5376393546022127,0.26150459138141,0
019ce1a2-0e4b-756f-a01b-73a5283a1d31,0.38340755192670106,0.24649092403678222,0
019ce24e-9445-7f1d-b547-1b32791d0311,0.2736329780526156,0.24788644899071552,0
019ce2a9-3432-716d-825d-43f96ffbfcf7,0.17720240568944579,0.23730384549449943,0
019ce2e8-c34d-7222-aaef-c63c9033da28,0.25510550849049674,0.32015141496929633,0
demo|viewer,1.0,1.0,1
019ce6b5-6cbe-7f58-9eb7-6e33a5d9ba4d,0.16809298696375488,0.24154037007663148,0
019ce6b6-f4c7-7962-8556-6087eedb1223,0.387475779171481,0.2734570719225514,0
019ce7d3-57f9-7c02-a2a3-5f95d091d465,0.1748322157625283,0.24104348147768725,0
019cf099-f11c-7411-b5c6-71599e6c2cb4,0.16607054413173783,0.2405812983791888,0
019cfdf6-025e-7c1f-8a59-66497bd836ce,0.17530030719632447,0.2372172028876029,0
019d0c01-1b33-7bf8-a2be-d332eaadded5,0.13111157794682438,0.22302589684202256,0
019d0cab-2293-7f87-9702-c2625f351107,0.010202498829045762,0.03565788707958758,0
019d0d0a-d607-706c-a0e8-7bb7b1dbd9aa,0.16887299791415863,0.2380132627311203,0
019d1302-5768-7abe-91c8-e20bc9e3508c,0.04916053373156381,0.10704158295790257,0
019d1a4c-370c-7eab-a9f7-0be06b436ffe,0.16218577618101745,0.22513273711413817,0
019d1ffa-bb04-72e7-bd79-7a3c25b7ac16,0.17540863348428729,0.23558598180440676,0
019cbd91-e726-7224-bdb7-211f6cf3dd7a,0.1679184783141619,0.24793770761763773,0
019d2568-06ef-73cb-afc4-2f2345a32182,0.16959893112648175,0.24297326884404216,0
019d2568-4976-794a-8825-c0b9be0ae5ae,0.17498047898975194,0.235198270372223,0
019d445c-1a46-755b-9ec3-0a185c5bfac3,0.1747893167129883,0.23502506716474503,0
019d476d-5e7b-7bff-8463-535c62841e2d,0.17443498497668325,0.23470386339922325,0
019d49c3-3add-7377-8bbb-28656c8cd317,0.17365004822761207,0.2399520320262572,0
019d4aab-8250-74ef-997f-677236f7fa83,0.16108085812092315,0.2583209068470855,0
019d4f35-45fb-7839-b069-ba4250825fc8,0.15319377862050032,0.2583601379783282,0
019d5f7d-00e6-7a58-aad7-ea4c3128e6e5,0.16463012255771003,0.23996887072263495,0
019d5f7f-1a87-77e4-8b4e-334625bdc49b,0.10218701382073878,0.24682617663002732,0
019d5f7f-6483-752e-89a8-840a0cf74dfc,5.1912838544557366e-05,0.9008665943305529,0
019d68d7-b44c-7511-9880-54e82ea97d11,0.16487894224124647,0.23520511622353932,0
019cbe80-5b77-7ccf-8dc5-d5d8656c46ec,0.2644722833331472,0.2354933291105417,0
019d6dbc-57d9-7446-a33e-05b9c80e53a7,0.1751704340746209,0.2370989965692857,0
019d75c1-80a9-775c-b277-0ae123439de1,0.2635625089965095,0.23488104603014187,0
019d7d9f-19bc-757a-a73b-43e1f120e165,0.1750610801362007,0.2352712811672874,0
019d7ddc-1a9c-7e58-bf6f-b1243a2789ab,0.17505418995857203,0.23526504027000875,0
019d80ee-8131-7cd0-8e1d-85ec20f17f36,0.16539307766303107,0.23993070358122304,0
019d8141-e081-7b39-b44c-885814e2dc28,0.1743637774027637,0.23463928814230892,0
019d81b6-0d40-72ae-b3d4-cc4127655785,0.17508956189851063,0.23529707818162435,0
019d81f5-9934-73dc-baa7-22a654127cf1,0.17535963836231247,0.23554163005718387,0
019d887f-f5a7-7f13-9bbf-0a86b24f7139,0.170172107108375,0.2359672415274087,0
019d8922-8442-77a5-9884-6e33471c5496,0.17448972342475635,0.23821427815053756,0
019d8b16-cecc-78e5-9447-5717df8d7d92,0.17519594273685377,0.23886084452933132,0
019d8b67-6658-74a7-9b2c-a3ca0bbf8426,0.2638518317279788,0.23680294029271007,0
019d8c68-f044-75fd-bb30-d2cfd6a610de,0.1752313381814172,0.23542547039148431,0
019d8d87-6a38-7344-821c-c5995159d65d,0.2642925671736357,0.23710108833706234,0
019d907d-b1fb-7b8e-ab79-e5b435c39b66,0.26403690338679203,0.2352003502187228,0
019d9130-70dc-73a7-9605-b21c19830a14,0.17468199226411263,0.2349277989410959,0
019d9148-ab99-7092-a96b-83d8a55c9065,0.26417136059502333,0.23701910127770157,0
019d91b4-4670-7423-b014-17217e134801,0.17431227555630577,0.2345925779506542,0
019d92bc-c290-786d-9f8e-989c05fb909e,0.1746803873947027,0.23492634430178247,0
019d936b-f357-7ab0-966b-760e06d178b7,0.1753285909299975,0.23551352300744438,0
019d93cf-c257-77c2-83d8-bf39bb068bc1,0.1751072500681375,0.235313098353533,0
019d94e1-ec62-7248-925f-2587c22b6e14,0.26398313375617144,0.23516416284050007,0
019d9655-41a0-7fc3-9ade-218182c24541,0.17037482547438562,0.23615542040494553,0
019d9655-913b-779b-9542-265ecbd67c8f,0.26437700160125666,0.23542921681283832,0
019d9661-3daa-7028-9a56-23d9e98ce6bb,0.17499884694080758,0.23521490952707233,0
019d9664-d3e9-7bcd-8d24-4060732397de,0.2540590584182983,0.23261598542870318,0
019d9667-75a6-7590-ab7c-2bfb7c326dd3,0.2546570346147962,0.23474106564588457,0
019d9715-2f3e-7044-98a3-a970ab13031d,0.17524650945393916,0.23716824134693607,0
019d9d59-95a7-7382-93e6-6f9a38fd998f,0.1745366860523066,0.23479607735125624,0
019da4e3-b8ec-7ddc-a66b-f4a4acf8925f,0.17402226764760212,0.23778583937121966,0
019dab2f-81a3-75fa-a063-1309da04a379,0.16996017318168027,0.23652944089885597,0
019daf5d-4773-7672-942e-cc103e1a0f5f,0.17481409158025335,0.2367745199377042,0
019daffd-15fb-7209-bda2-0ebad26b0b0e,0.26093906352327567,0.23311390027015325,0
019daffd-1f66-74f7-b0dd-8c70646a7f2e,0.25457658450607007,0.2305125445807964,0
019daffd-25bc-79e5-bdf3-9eacd9d319a8,0.2507598479031701,0.22791479486294858,0
019daffd-8d4b-7421-8f08-01ff45ebd207,0.24892485146277726,0.2266638259978634,0
019daffd-8fc5-7815-924d-bac8a335a01e,0.24793877801010583,0.22599103342366858,0
019daffd-d244-717a-9c53-30d63dcb9768,0.25179301847283625,0.22861854977082652,0
019daffd-e9df-7534-9681-e22de8c7d623,0.25415654593924064,0.2326827820856194,0
019daffd-1a82-7576-8111-a41c40903284,0.040526983314455096,0.036961719724735206,0
019daffe-24a6-780c-a8fc-0fcd0d5fe280,0.2601925027950025,0.23432489372195778,0
019daffe-22a8-758e-9e1d-a1049e6b4cac,0.26301780841842964,0.23451432793888521,0
019daffd-8f45-77e5-93d0-13125fa90448,0.04052698331445503,0.03696171972473522,0
019db000-1a86-79cf-8a02-0ef488be2960,0.2589132296787568,0.23345747494546693,0
019db001-4fad-7c2e-946a-b49d6221f40f,0.2542549628104422,0.2302938582402837,0
019db024-00e2-77cf-88b6-0e11e41343e5,0.17496693363977653,0.23691372021628535,0
019db17d-1997-7b5e-84c5-08283df196af,0.2638197082303429,0.23851807447273846,0
019db8ca-84fa-73a2-a9f0-2b8dda3dc377,0.15934270316882446,0.29829849871466957,0
019cbd32-af19-7c27-bb78-859e8d2ac0d9,0.22532254064050014,0.3183620263513641,0
019dba20-0e4b-7dc0-9fa6-d6ad7812c024,0.26183518019156904,0.23793257407154828,0
019dba32-e15a-7c0a-b142-0013e1acae99,0.26450136754806364,0.23551289843464882,0
019dba3d-52b4-7957-80a1-e63bb0d3d886,0.2439220336371632,0.3375378734331891,0
019dbafe-91c1-7cc0-baef-330cf640b31d,0.26215855070857197,0.23815317622143944,0
019dbd06-668d-70af-a6b0-07e95aa96fb3,0.25984789760346133,0.25229052115611134,0
019dbf1e-1a07-7ab9-8b2f-1cb821376d05,0.22990143380482014,0.22805041472624132,0
019dc1c6-d204-7a40-8838-0e0c01fc8c19,0.2644660954874203,0.23548916558046729,0
019dd3eb-24df-7caa-9757-f0a9f46a707e,0.1693802104540694,0.23598926827943564,0
019dd613-0e9f-76ff-9649-b270c5e5d854,0.2646644657181729,0.23562263393932847,0
019dd830-9187-7497-a7c0-4500b2c73b0f,0.261458367033737,0.23767546567093298,0
019ddd24-713f-7171-b038-477449964ec6,0.14214106934937898,0.25428620156543946,0
019e01f3-3efa-7b2c-bab7-7d122b351181,0.16877669825104918,0.23295206062057933,0
019e01f7-d3c8-78f1-958d-39a45de25adb,0.17540656304063676,0.23558410766136714,0
019e177d-6179-7202-9d4d-4e8737fef5b6,0.17471684384282068,0.23668593153119602,0
019e17f7-fac3-739a-9ace-8ad8e6746b0c,0.15430972535072535,0.273977292907897,0
019e306e-1e02-7179-bce6-599155dfd2bf,0.1750822114022328,0.2370186830302502,0
019e306e-1dda-7ada-9c68-b4bc05233bdb,0.17508611632184526,0.2370222381510193,0
019e4eb7-39a0-7755-8839-1de69aa8d20e,0.17499425480467865,0.23693859872380094,0
019e56e1-83e6-7794-9980-08816ffa23d6,0.18992288542815067,0.3517798266929162,0
019e646d-24d9-7ae6-903d-6eb54dfb9559,0.2553607541871751,0.23522550214544283,0
019e7a12-4081-79e1-b34c-4079ae68b757,0.08981006773241143,0.2521962057300768,0
